gene,canonical_acc,isoform_acc,topology,deletion_window,deletion_length,feature_type,feature_description,feature_begin,feature_end,overlap_residues,overlap_kind,is_inhibitory_lexical,is_disorder_lexical
REEP3,Q6NUK4,Q6NUK4-2,Internal Deletion / Splice,138-246,109,Compositional bias,Polar residues,222,231,10,full,False,True
MTX1,Q13505,Q13505-3,N-Terminal Loss,1-149,149,Region,Disordered,1,133,133,full,False,True
MTX1,Q13505,Q13505-3,N-Terminal Loss,1-149,149,Compositional bias,Low complexity,1,19,19,full,False,True
MTX1,Q13505,Q13505-3,N-Terminal Loss,1-149,149,Compositional bias,Polar residues,20,36,17,full,False,True
MTX1,Q13505,Q13505-3,N-Terminal Loss,1-149,149,Compositional bias,Low complexity,90,110,21,full,False,True
NRL,P54845,P54845-2,N-Terminal Loss,1-139,139,Region,Disordered,23,57,35,full,False,True
NRL,P54845,P54845-2,N-Terminal Loss,1-139,139,Region,Minimal transactivation domain (MTD),30,93,64,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Transmembrane,Helical; Name=M1,552,585,1,partial,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Topological domain,Cytoplasmic,586,606,21,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Topological domain,Cytoplasmic,626,629,4,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Transmembrane,Helical; Name=M3,630,660,31,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Topological domain,Extracellular,661,815,155,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Transmembrane,Helical; Name=M4,816,840,25,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Topological domain,Cytoplasmic,841,908,68,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Binding site,,689,689,1,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Binding site,,690,690,1,full,False,False
GRIK2,Q13002,Q13002-3,C-Terminal Loss,585-908,324,Binding site,,738,738,1,full,False,False
CDCP1,Q9H5V8,Q9H5V8-3,C-Terminal Loss,342-834,493,Topological domain,Extracellular,30,667,326,partial,False,False
CDCP1,Q9H5V8,Q9H5V8-3,C-Terminal Loss,342-834,493,Transmembrane,Helical,668,688,21,full,False,False
CDCP1,Q9H5V8,Q9H5V8-3,C-Terminal Loss,342-834,493,Topological domain,Cytoplasmic,689,836,146,partial,False,False
CDCP1,Q9H5V8,Q9H5V8-3,C-Terminal Loss,342-834,493,Domain,CUB,417,544,128,full,False,False
CDCP1,Q9H5V8,Q9H5V8-3,C-Terminal Loss,342-834,493,Region,Disordered,776,836,59,partial,False,True
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Region,Disordered,34,94,61,full,False,True
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Region,Disordered,127,198,72,full,False,True
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Motif,Nucleolar localization signal,82,94,13,full,False,False
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Motif,Nuclear export signal,268,275,8,full,False,False
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Compositional bias,Basic residues,84,93,10,full,False,True
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Compositional bias,Basic and acidic residues,155,164,10,full,False,True
PANK2,Q9BZ23,Q9BZ23-2,N-Terminal Loss,1-291,291,Compositional bias,Low complexity,168,179,12,full,False,True
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Domain,P/Homo B,495,635,13,partial,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Repeat,FU 1,692,739,48,full,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Repeat,FU 2,743,790,48,full,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Repeat,FU 3,794,838,45,full,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Repeat,FU 4,842,887,46,full,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Repeat,FU 5,895,943,49,full,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Domain,PLAC,931,969,38,partial,False,False
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Region,Disordered,658,683,26,full,False,True
PCSK6,P29122,P29122-5,C-Terminal Loss,623-968,346,Region,CRM (Cys-rich motif),695,930,236,full,False,False
HLF,Q16534,Q16534-2,N-Terminal Loss,1-85,85,Region,Disordered,37,70,34,full,False,True
HLF,Q16534,Q16534-2,N-Terminal Loss,1-85,85,Compositional bias,Basic and acidic residues,37,52,16,full,False,True
ZC4H2,Q9NQZ6,Q9NQZ6-2,C-Terminal Loss,133-223,91,Zinc finger,C4H2-type,189,206,18,full,False,False
TIGIT,Q495A1,Q495A1-2,C-Terminal Loss,167-240,74,Topological domain,Cytoplasmic,163,244,74,partial,False,False
TIGIT,Q495A1,Q495A1-2,C-Terminal Loss,167-240,74,Motif,ITIM motif,229,234,6,full,False,False
MAX,P61244,P61244-3,C-Terminal Loss,99-155,57,Region,Leucine-zipper,81,102,4,partial,False,False
MAX,P61244,P61244-3,C-Terminal Loss,99-155,57,Region,Disordered,103,160,53,partial,False,True
MAX,P61244,P61244-3,C-Terminal Loss,99-155,57,Motif,Nuclear localization signal,152,156,4,partial,False,False
MAX,P61244,P61244-3,C-Terminal Loss,99-155,57,Compositional bias,Polar residues,107,132,26,full,False,True
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Topological domain,Extracellular,1,458,359,partial,False,False
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Region,Disordered,1,289,289,full,False,True
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Compositional bias,Polar residues,20,30,11,full,False,True
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Compositional bias,Polar residues,50,59,10,full,False,True
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Compositional bias,Polar residues,76,101,26,full,False,True
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Compositional bias,Low complexity,138,149,12,full,False,True
TMC5,Q6UXY8,Q6UXY8-4,N-Terminal Loss,1-359,359,Compositional bias,Basic and acidic residues,239,250,12,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Region,Disordered,1,197,197,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Polar residues,1,19,19,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Low complexity,20,33,14,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Basic and acidic residues,43,64,22,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Low complexity,68,85,18,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Polar residues,87,103,17,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Basic and acidic residues,105,121,17,full,False,True
TLK1,Q9UKI8,Q9UKI8-3,N-Terminal Loss,1-217,217,Compositional bias,Low complexity,170,192,23,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Region,Disordered,15,124,110,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Region,Disordered,145,222,78,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Region,Disordered,242,272,29,partial,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Compositional bias,Low complexity,66,108,43,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Compositional bias,Polar residues,112,122,11,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Compositional bias,Low complexity,145,155,11,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Compositional bias,Basic residues,156,172,17,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Compositional bias,Basic and acidic residues,183,211,29,full,False,True
RSBN1L,Q6PCB5,Q6PCB5-2,N-Terminal Loss,1-270,270,Compositional bias,Basic residues,250,271,21,partial,False,True
CHEK2,O96017,O96017-13,N-Terminal Loss,1-221,221,Domain,FHA,113,175,63,full,False,False
CHEK2,O96017,O96017-13,N-Terminal Loss,1-221,221,Domain,Protein kinase,220,486,2,partial,False,False
CHEK2,O96017,O96017-13,N-Terminal Loss,1-221,221,Region,Disordered,1,66,66,full,False,True
CHEK2,O96017,O96017-13,N-Terminal Loss,1-221,221,Compositional bias,Polar residues,8,22,15,full,False,True
CHEK2,O96017,O96017-13,N-Terminal Loss,1-221,221,Compositional bias,Low complexity,23,62,40,full,False,True
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Domain,P/Homo B,495,635,13,partial,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Repeat,FU 1,692,739,48,full,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Repeat,FU 2,743,790,48,full,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Repeat,FU 3,794,838,45,full,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Repeat,FU 4,842,887,46,full,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Repeat,FU 5,895,943,45,partial,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Domain,PLAC,931,969,9,partial,False,False
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Region,Disordered,658,683,26,full,False,True
PCSK6,P29122,P29122-4,Internal Deletion / Splice,623-939,317,Region,CRM (Cys-rich motif),695,930,236,full,False,False
BTN3A1,O00481,O00481-2,Internal Deletion / Splice,345-505,161,Topological domain,Cytoplasmic,272,513,161,partial,False,False
BTN3A1,O00481,O00481-2,Internal Deletion / Splice,345-505,161,Domain,B30.2/SPRY,322,513,161,partial,False,False
RARB,P10826,P10826-3,N-Terminal Loss,1-119,119,DNA binding,Nuclear receptor,88,153,32,partial,False,False
RARB,P10826,P10826-3,N-Terminal Loss,1-119,119,Zinc finger,NR C4-type,88,108,21,full,False,False
RARB,P10826,P10826-3,N-Terminal Loss,1-119,119,Region,Modulating,1,87,87,full,False,False
RARB,P10826,P10826-3,N-Terminal Loss,1-119,119,Region,Disordered,47,78,32,full,False,True
RARB,P10826,P10826-3,N-Terminal Loss,1-119,119,Compositional bias,Polar residues,53,66,14,full,False,True
GDNF,P39905,P39905-5,N-Terminal Loss,1-52,52,Propeptide,,20,75,33,partial,True,False
GDNF,P39905,P39905-5,N-Terminal Loss,1-52,52,Region,Disordered,21,56,32,partial,False,True
GDNF,P39905,P39905-5,N-Terminal Loss,1-52,52,Compositional bias,Basic and acidic residues,27,38,12,full,False,True
TNFAIP1,Q13829,Q13829-2,N-Terminal Loss,1-104,104,Domain,BTB,28,96,69,full,False,False
CADM1,Q9BY67,Q9BY67-2,C-Terminal Loss,331-439,109,Topological domain,Extracellular,45,374,44,partial,False,False
CADM1,Q9BY67,Q9BY67-2,C-Terminal Loss,331-439,109,Transmembrane,Helical,375,395,21,full,False,False
CADM1,Q9BY67,Q9BY67-2,C-Terminal Loss,331-439,109,Topological domain,Cytoplasmic,396,442,44,partial,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 1,742,762,21,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 2,771,792,22,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 3,799,819,21,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 4,828,849,22,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 5,856,876,21,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 6,885,906,22,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 7,913,933,21,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 8,942,963,22,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Repeat,LRR 9,970,991,22,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Motif,KFERQ-like motif 3,798,802,5,full,False,False
NLRP3,Q96P20,Q96P20-3,C-Terminal Loss,720-1036,317,Motif,KFERQ-like motif 4,991,995,5,full,False,False
SEPTIN9,Q9UHD8,Q9UHD8-3,N-Terminal Loss,1-164,164,Region,Disordered,1,49,49,full,False,True
SEPTIN9,Q9UHD8,Q9UHD8-3,N-Terminal Loss,1-164,164,Region,Disordered,62,108,47,full,False,True
SEPTIN9,Q9UHD8,Q9UHD8-3,N-Terminal Loss,1-164,164,Region,Disordered,134,268,31,partial,False,True
SEPTIN9,Q9UHD8,Q9UHD8-3,N-Terminal Loss,1-164,164,Compositional bias,Low complexity,1,14,14,full,False,True
SEPTIN9,Q9UHD8,Q9UHD8-3,N-Terminal Loss,1-164,164,Compositional bias,Basic and acidic residues,134,151,18,full,False,True
ARMC3,Q5W041,Q5W041-3,Internal Deletion / Splice,682-865,184,Region,Disordered,610,693,12,partial,False,True
ARMC3,Q5W041,Q5W041-3,Internal Deletion / Splice,682-865,184,Compositional bias,Basic and acidic residues,675,693,12,partial,False,True
ESR1,P03372,P03372-3,N-Terminal Loss,1-173,173,Region,Modulating (transactivation AF-1); mediates interaction with MACROD1,1,184,173,partial,False,False
ESR1,P03372,P03372-3,N-Terminal Loss,1-173,173,Region,Interaction with DDX5; self-association,35,174,139,partial,False,False
ESR1,P03372,P03372-3,N-Terminal Loss,1-173,173,Region,Required for interaction with NCOA1,35,47,13,full,False,False
ESR1,P03372,P03372-3,N-Terminal Loss,1-173,173,Region,Disordered,147,174,27,partial,False,True
ESR1,P03372,P03372-3,N-Terminal Loss,1-173,173,Compositional bias,Basic and acidic residues,154,165,12,full,False,True
PSPC1,Q8WXF1,Q8WXF1-2,Internal Deletion / Splice,387-516,130,Region,Disordered,460,523,57,partial,False,True
PSPC1,Q8WXF1,Q8WXF1-2,Internal Deletion / Splice,387-516,130,Compositional bias,Polar residues,472,490,19,full,False,True
PSPC1,Q8WXF1,Q8WXF1-2,Internal Deletion / Splice,387-516,130,Compositional bias,Gly residues,497,514,18,full,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Region,Disordered,587,646,44,partial,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Region,Disordered,658,808,127,partial,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Coiled coil,,761,797,24,partial,False,False
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Compositional bias,Pro residues,601,617,15,partial,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Compositional bias,Polar residues,660,680,21,full,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Compositional bias,Basic and acidic residues,681,690,10,full,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Compositional bias,Acidic residues,755,764,10,full,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Compositional bias,Basic and acidic residues,765,775,11,full,False,True
SCYL1,Q96KG9,Q96KG9-5,Internal Deletion / Splice,603-784,182,Compositional bias,Basic and acidic residues,782,795,3,partial,False,True
DRC12,Q494R4,Q494R4-2,N-Terminal Loss,1-86,86,Region,Disordered,1,23,23,full,False,True
DRC12,Q494R4,Q494R4-2,N-Terminal Loss,1-86,86,Coiled coil,,49,161,38,partial,False,False
DRC12,Q494R4,Q494R4-2,N-Terminal Loss,1-86,86,Compositional bias,Basic residues,7,20,14,full,False,True
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Domain,C2 1,177,292,116,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Domain,C2 2,334,452,79,partial,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Region,Disordered,20,46,27,full,False,True
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Region,Disordered,60,163,104,full,False,True
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Compositional bias,Low complexity,69,83,15,full,False,True
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Compositional bias,Polar residues,134,145,12,full,False,True
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,210,210,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,210,210,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,216,216,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,263,263,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,263,263,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,265,265,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,265,265,1,full,False,False
MCTP2,Q6DN12,Q6DN12-3,N-Terminal Loss,1-412,412,Binding site,,270,270,1,full,False,False
B4GALNT2,Q8NHY0,Q8NHY0-3,N-Terminal Loss,1-86,86,Topological domain,Cytoplasmic,1,67,67,full,False,False
B4GALNT2,Q8NHY0,Q8NHY0-3,N-Terminal Loss,1-86,86,Transmembrane,Helical; Signal-anchor for type II membrane protein,68,88,19,partial,False,False
B4GALNT2,Q8NHY0,Q8NHY0-3,N-Terminal Loss,1-86,86,Region,ER exit and post-Golgi subcellular localization,1,22,22,full,False,False
B4GALNT2,Q8NHY0,Q8NHY0-3,N-Terminal Loss,1-86,86,Motif,Vesicular targeting,9,15,7,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Domain,Calpain catalytic,74,417,344,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Domain,EF-hand 1,649,683,17,partial,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Region,Disordered,7,37,31,full,False,True
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Region,Domain III,418,586,169,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Region,Linker,587,649,63,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Region,Disordered,609,652,44,full,False,True
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Region,Domain IV,650,821,16,partial,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Compositional bias,Basic and acidic residues,622,634,13,full,False,True
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Compositional bias,Low complexity,635,645,11,full,False,True
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Active site,,129,129,1,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Active site,,334,334,1,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Active site,,358,358,1,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Binding site,,662,662,1,full,False,False
CAPN3,P20807,P20807-5,N-Terminal Loss,1-665,665,Binding site,,665,665,1,full,False,False
DUT,P33316,P33316-2,N-Terminal Loss,2-89,88,Region,Disordered,78,104,12,partial,False,True
CASP9,P55211,P55211-4,N-Terminal Loss,1-83,83,Domain,CARD,1,92,83,partial,False,False
PAIP1,Q9H074,Q9H074-3,N-Terminal Loss,1-112,112,Region,Disordered,1,114,112,partial,False,True
PAIP1,Q9H074,Q9H074-3,N-Terminal Loss,1-112,112,Compositional bias,Gly residues,11,33,23,full,False,True
PAIP1,Q9H074,Q9H074-3,N-Terminal Loss,1-112,112,Compositional bias,Pro residues,45,69,25,full,False,True
PAIP1,Q9H074,Q9H074-3,N-Terminal Loss,1-112,112,Compositional bias,Polar residues,98,111,14,full,False,True
TMC3,Q7Z5M5,Q7Z5M5-2,C-Terminal Loss,722-1097,376,Topological domain,Cytoplasmic,701,1100,376,partial,False,False
TMC3,Q7Z5M5,Q7Z5M5-2,C-Terminal Loss,722-1097,376,Region,Disordered,738,812,75,full,False,True
TMC3,Q7Z5M5,Q7Z5M5-2,C-Terminal Loss,722-1097,376,Region,Disordered,929,956,28,full,False,True
TMC3,Q7Z5M5,Q7Z5M5-2,C-Terminal Loss,722-1097,376,Region,Disordered,1005,1090,86,full,False,True
TMC3,Q7Z5M5,Q7Z5M5-2,C-Terminal Loss,722-1097,376,Compositional bias,Polar residues,751,793,43,full,False,True
TMC3,Q7Z5M5,Q7Z5M5-2,C-Terminal Loss,722-1097,376,Compositional bias,Low complexity,1041,1059,19,full,False,True
NUDT6,P53370,P53370-2,N-Terminal Loss,1-169,169,Domain,Nudix hydrolase,141,273,29,partial,False,False
MPZL1,O95297,O95297-3,Internal Deletion / Splice,203-262,60,Topological domain,Cytoplasmic,184,269,60,partial,False,False
MPZL1,O95297,O95297-3,Internal Deletion / Splice,203-262,60,Region,Disordered,199,238,36,partial,False,True
MPZL1,O95297,O95297-3,Internal Deletion / Splice,203-262,60,Motif,ITIM motif 1,239,244,6,full,False,False
MPZL1,O95297,O95297-3,Internal Deletion / Splice,203-262,60,Motif,ITIM motif 2,261,266,2,partial,False,False
MPZL1,O95297,O95297-3,Internal Deletion / Splice,203-262,60,Compositional bias,Polar residues,202,211,9,partial,False,True
BDH2,Q9BUT1,Q9BUT1-3,N-Terminal Loss,1-101,101,Binding site,,16,18,3,full,False,False
BDH2,Q9BUT1,Q9BUT1-3,N-Terminal Loss,1-101,101,Binding site,,37,37,1,full,False,False
BDH2,Q9BUT1,Q9BUT1-3,N-Terminal Loss,1-101,101,Binding site,,58,58,1,full,False,False
TFR2,Q9UP52,Q9UP52-2,N-Terminal Loss,1-171,171,Topological domain,Cytoplasmic,1,83,83,full,False,False
TFR2,Q9UP52,Q9UP52-2,N-Terminal Loss,1-171,171,Transmembrane,Helical; Signal-anchor for type II membrane protein,84,104,21,full,False,False
TFR2,Q9UP52,Q9UP52-2,N-Terminal Loss,1-171,171,Topological domain,Extracellular,105,801,67,partial,False,False
TFR2,Q9UP52,Q9UP52-2,N-Terminal Loss,1-171,171,Region,Disordered,16,45,30,full,False,True
TFR2,Q9UP52,Q9UP52-2,N-Terminal Loss,1-171,171,Motif,Endocytosis signal,23,26,4,full,False,False
TFR2,Q9UP52,Q9UP52-2,N-Terminal Loss,1-171,171,Compositional bias,Acidic residues,35,45,11,full,False,True
CASP5,P51878,P51878-6,N-Terminal Loss,1-70,70,Propeptide,,1,136,70,partial,True,False
CASP5,P51878,P51878-6,N-Terminal Loss,1-70,70,Domain,CARD,56,148,15,partial,False,False
IRAK4,Q9NWZ3,Q9NWZ3-2,N-Terminal Loss,1-124,124,Domain,Death,20,104,85,full,False,False
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Topological domain,Cytoplasmic,468,988,377,partial,False,False
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Region,Calmodulin-binding,704,715,12,full,False,False
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Region,Disordered,717,742,26,full,False,True
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Region,Disordered,838,890,53,full,False,True
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Region,CAD (involved in subunit assembly),909,948,40,full,False,False
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Region,Disordered,969,988,16,partial,False,True
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Compositional bias,Polar residues,721,742,22,full,False,True
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Compositional bias,Basic and acidic residues,871,885,15,full,False,True
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Compositional bias,Basic and acidic residues,977,988,8,partial,False,True
KCNH5,Q8NCM2,Q8NCM2-2,C-Terminal Loss,608-984,377,Binding site,,550,667,60,partial,False,False
CASP5,P51878,P51878-2,N-Terminal Loss,4-61,58,Propeptide,,1,136,58,partial,True,False
CASP5,P51878,P51878-2,N-Terminal Loss,4-61,58,Domain,CARD,56,148,6,partial,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Domain,P/Homo B,495,635,141,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Repeat,FU 1,692,739,48,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Repeat,FU 2,743,790,48,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Repeat,FU 3,794,838,45,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Repeat,FU 4,842,887,46,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Repeat,FU 5,895,943,49,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Domain,PLAC,931,969,39,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Region,Disordered,658,683,26,full,False,True
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Region,CRM (Cys-rich motif),695,930,236,full,False,False
PCSK6,P29122,P29122-3,C-Terminal Loss,488-969,482,Motif,Cell attachment site,553,555,3,full,False,False
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Region,Disordered,420,545,82,partial,False,True
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Region,H; Pro/Ser-rich linker,458,533,70,partial,False,True
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Region,E,534,582,47,partial,False,False
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Compositional bias,Low complexity,462,474,11,partial,False,True
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Compositional bias,Pro residues,475,484,10,full,False,True
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Compositional bias,Low complexity,485,523,39,full,False,True
SYN2,Q92777,Q92777-2,C-Terminal Loss,464-580,117,Compositional bias,Pro residues,524,534,11,full,False,True
DMPK,Q09013,Q09013-10,C-Terminal Loss,534-627,94,Topological domain,Cytoplasmic,1,590,57,partial,False,False
DMPK,Q09013,Q09013-10,C-Terminal Loss,534-627,94,Transmembrane,Helical; Anchor for type IV membrane protein,591,611,21,full,False,False
DMPK,Q09013,Q09013-10,C-Terminal Loss,534-627,94,Topological domain,Lumenal,612,629,16,partial,False,False
DMPK,Q09013,Q09013-10,C-Terminal Loss,534-627,94,Coiled coil,,457,536,3,partial,False,False
