gene,canonical_acc,isoform_acc,canon_ipTM,iso_ipTM,canon_len,iso_len,structural_outcome
IQUB,Q8NA54,Q8NA54-2,0.17,0.14,791,596,Monomer Baseline / Stochastic Signal
SLC36A1,Q7Z2H8,Q7Z2H8-4,0.21,0.13,476,243,Monomer Baseline / Stochastic Signal
SLC36A1,Q7Z2H8,Q7Z2H8-3,0.21,0.2,476,386,Monomer Baseline / Stochastic Signal
PPM1K,Q8N3J5,Q8N3J5-3,0.18,0.21,372,150,Monomer Baseline / Stochastic Signal
SIGLEC7,Q9Y286,Q9Y286-3,0.12,0.1,467,145,Monomer Baseline / Stochastic Signal
SIGLEC7,Q9Y286,Q9Y286-4,0.12,0.19,467,145,Monomer Baseline / Stochastic Signal
BUB3,O43684,O43684-2,0.12,0.14,328,326,Monomer Baseline / Stochastic Signal
CHIT1,Q13231,Q13231-2,0.39,0.14,466,387,Monomer Baseline / Stochastic Signal
USF1,P22415,P22415-2,0.39,0.45,310,251,Monomer Baseline / Stochastic Signal
SHISA5,Q8N114,Q8N114-3,0.21,0.17,240,137,Monomer Baseline / Stochastic Signal
SHISA5,Q8N114,Q8N114-2,0.21,0.2,240,209,Monomer Baseline / Stochastic Signal
TFAP2C,Q92754,Q92754-2,0.53,0.74,450,281,Monomer Baseline / Stochastic Signal
BAG2,O95816,O95816-2,0.68,0.62,211,178,Conserved at >0.6
FGF2,P09038-1,P09038-3,0.3,0.28,210,196,Monomer Baseline / Stochastic Signal
FGF2,P09038-1,P09038-2,0.3,0.24,210,155,Monomer Baseline / Stochastic Signal
IGF2BP3,O00425,O00425-2,0.17,0.37,579,198,Monomer Baseline / Stochastic Signal
ILDR1,Q86SU0,Q86SU0-3,0.34,0.45,546,265,Monomer Baseline / Stochastic Signal
VOPP1,Q96AW1,Q96AW1-4,0.2,0.22,172,155,Monomer Baseline / Stochastic Signal
GOLGA8G,P0DX53,P0DX53-5,0.27,0.22,648,130,Monomer Baseline / Stochastic Signal
CUL4A,Q13619,Q13619-2,0.16,0.15,759,659,Monomer Baseline / Stochastic Signal
MLXIPL,Q9NP71,Q9NP71-5,0.27,0.17,852,575,Monomer Baseline / Stochastic Signal
ZNF682,O95780,O95780-3,0.15,0.13,498,466,Monomer Baseline / Stochastic Signal
ZNF682,O95780,O95780-2,0.15,0.12,498,422,Monomer Baseline / Stochastic Signal
ZNF568,Q3ZCX4,Q3ZCX4-2,0.15,0.15,644,580,Monomer Baseline / Stochastic Signal
ZNF133,P52736,P52736-3,0.16,0.14,654,559,Monomer Baseline / Stochastic Signal
TMEM260,Q9NX78,Q9NX78-3,0.19,0.17,707,409,Monomer Baseline / Stochastic Signal
TMEM260,Q9NX78,Q9NX78-2,0.19,0.12,707,286,Monomer Baseline / Stochastic Signal
OLFM1,Q99784,Q99784-2,0.31,0.24,485,153,Monomer Baseline / Stochastic Signal
DHFR,P00374,P00374-2,0.18,0.14,187,135,Monomer Baseline / Stochastic Signal
ZNF613,Q6PF04,Q6PF04-2,0.16,0.15,617,581,Monomer Baseline / Stochastic Signal
CALCOCO1,Q9P1Z2,Q9P1Z2-2,0.36,0.36,691,633,Monomer Baseline / Stochastic Signal
CDKAL1,Q5VV42,Q5VV42-3,0.15,0.23,579,97,Monomer Baseline / Stochastic Signal
PTPRN2,Q92932,Q92932-4,0.21,0.21,1015,998,Monomer Baseline / Stochastic Signal
MARCHF11,A6NNE9,A6NNE9-2,0.29,0.25,402,158,Monomer Baseline / Stochastic Signal
SEC31B,Q9NQW1,Q9NQW1-4,0.44,0.27,1179,480,Monomer Baseline / Stochastic Signal
MMS19,Q96T76,Q96T76-7,0.19,0.2,1030,318,Monomer Baseline / Stochastic Signal
HDAC9,Q9UKV0,Q9UKV0-4,0.24,0.24,1011,879,Monomer Baseline / Stochastic Signal
HDAC9,Q9UKV0,Q9UKV0-3,0.24,0.28,1011,590,Monomer Baseline / Stochastic Signal
EPHA7,Q15375,Q15375-3,0.19,0.69,998,279,Monomer Baseline / Stochastic Signal
EPHA7,Q15375,Q15375-5,0.19,0.65,998,449,Monomer Baseline / Stochastic Signal
NLRP9,Q7RTR0,Q7RTR0-2,0.21,0.2,991,986,Monomer Baseline / Stochastic Signal
LPCAT2,Q7L5N7,Q7L5N7-2,0.17,0.2,544,274,Monomer Baseline / Stochastic Signal
TNFSF11,O14788,O14788-3,0.47,0.43,317,270,Monomer Baseline / Stochastic Signal
TNFSF11,O14788,O14788-2,0.47,0.47,317,244,Monomer Baseline / Stochastic Signal
CCDC63,Q8NA47,Q8NA47-2,0.14,0.14,563,523,Monomer Baseline / Stochastic Signal
SH3BP5,O60239,O60239-2,0.12,0.1,455,298,Monomer Baseline / Stochastic Signal
CCNL1,Q9UK58,Q9UK58-6,0.14,0.14,526,428,Monomer Baseline / Stochastic Signal
CCNL1,Q9UK58,Q9UK58-4,0.14,0.37,526,232,Monomer Baseline / Stochastic Signal
MYLIP,Q8WY64,Q8WY64-2,0.27,0.17,445,134,Monomer Baseline / Stochastic Signal
PDXK,O00764,O00764-3,0.92,0.25,312,239,Ablation from >0.8 Canonical
LEMD2,Q8NC56,Q8NC56-2,0.13,0.18,503,201,Monomer Baseline / Stochastic Signal
INTS6,Q9UL03,Q9UL03-3,0.18,0.18,887,874,Monomer Baseline / Stochastic Signal
INTS6,Q9UL03,Q9UL03-2,0.18,0.15,887,115,Monomer Baseline / Stochastic Signal
PLCL1,Q15111,Q15111-2,0.22,0.2,1095,997,Monomer Baseline / Stochastic Signal
CLDND1,Q9NY35,Q9NY35-2,0.11,0.16,253,184,Monomer Baseline / Stochastic Signal
CLDND1,Q9NY35,Q9NY35-3,0.11,0.13,253,158,Monomer Baseline / Stochastic Signal
QSOX1,O00391,O00391-2,0.2,0.2,747,604,Monomer Baseline / Stochastic Signal
FBLN7,Q53RD9,Q53RD9-3,0.31,0.31,439,382,Monomer Baseline / Stochastic Signal
SRGAP3,O43295,O43295-3,0.5,0.82,1099,487,Monomer Baseline / Stochastic Signal
TKFC,Q3LXA3,Q3LXA3-2,0.9,0.9,575,534,Conserved at >0.8
CARS1,P49589,P49589-2,0.79,0.8,748,726,Conserved at >0.7
CABYR,O75952,O75952-6,0.28,0.13,493,292,Monomer Baseline / Stochastic Signal
LTA4H,P09960,P09960-2,0.18,0.22,611,532,Monomer Baseline / Stochastic Signal
ZNF202,O95125,O95125-2,0.28,0.15,648,424,Monomer Baseline / Stochastic Signal
SP3,Q02447,Q02447-3,0.17,0.17,781,496,Monomer Baseline / Stochastic Signal
SP3,Q02447,Q02447-4,0.17,0.17,781,479,Monomer Baseline / Stochastic Signal
SP3,Q02447,Q02447-5,0.17,0.18,781,713,Monomer Baseline / Stochastic Signal
SP3,Q02447,Q02447-2,0.17,0.18,781,769,Monomer Baseline / Stochastic Signal
NUTM2A,Q8IVF1,Q8IVF1-2,0.18,0.17,878,629,Monomer Baseline / Stochastic Signal
HYCC1,Q9BYI3,Q9BYI3-2,0.18,0.12,521,180,Monomer Baseline / Stochastic Signal
DNASE2B,Q8WZ79,Q8WZ79-2,0.15,0.31,361,153,Monomer Baseline / Stochastic Signal
HOXD8,P13378,P13378-3,0.13,0.14,290,67,Monomer Baseline / Stochastic Signal
GALNT12,Q8IXK2,Q8IXK2-2,0.17,0.09,581,272,Monomer Baseline / Stochastic Signal
MAX,P61244,P61244-3,0.58,0.73,160,103,Monomer Baseline / Stochastic Signal
EXOSC9,Q06265,Q06265-3,0.21,0.27,439,355,Monomer Baseline / Stochastic Signal
CES3,Q6UWW8,Q6UWW8-2,0.15,0.2,571,210,Monomer Baseline / Stochastic Signal
PSG8,Q9UQ74,Q9UQ74-3,0.11,0.11,426,419,Monomer Baseline / Stochastic Signal
STK31,Q9BXU1,Q9BXU1-2,0.52,0.53,1019,996,Monomer Baseline / Stochastic Signal
TDRD10,Q5VZ19,Q5VZ19-2,0.26,0.21,366,351,Monomer Baseline / Stochastic Signal
DNAJC27,Q9NZQ0,Q9NZQ0-3,0.22,0.78,273,177,Monomer Baseline / Stochastic Signal
DNAJC19,Q96DA6,Q96DA6-2,0.48,0.5,116,91,Monomer Baseline / Stochastic Signal
ABCG5,Q9H222,Q9H222-2,0.72,0.23,651,256,Ablation from >0.7 Canonical
MYCBPAP,Q8TBZ2,Q8TBZ2-2,0.19,0.19,984,941,Monomer Baseline / Stochastic Signal
DACH2,Q96NX9,Q96NX9-3,0.28,0.36,599,380,Monomer Baseline / Stochastic Signal
DACH2,Q96NX9,Q96NX9-4,0.28,0.35,599,432,Monomer Baseline / Stochastic Signal
PTDSS1,P48651,P48651-2,0.75,0.13,473,327,Ablation from >0.7 Canonical
GABBR1,Q9UBS5,Q9UBS5-4,0.49,0.44,961,931,Monomer Baseline / Stochastic Signal
GABBR1,Q9UBS5,Q9UBS5-5,0.49,0.16,961,578,Monomer Baseline / Stochastic Signal
GTF2A1L,Q9UNN4,Q9UNN4-2,0.19,0.21,478,444,Monomer Baseline / Stochastic Signal
RBMY1A1,P0DJD3,P0DJD3-3,0.18,0.09,496,356,Monomer Baseline / Stochastic Signal
TUBA1A,Q71U36,Q71U36-2,0.19,0.15,451,416,Monomer Baseline / Stochastic Signal
RPL28,P46779,P46779-4,0.12,0.11,137,69,Monomer Baseline / Stochastic Signal
ENSA,O43768,O43768-2,0.06,0.06,121,117,Monomer Baseline / Stochastic Signal
TMCO5A,Q8N6Q1,Q8N6Q1-2,0.27,0.4,288,228,Monomer Baseline / Stochastic Signal
TRA2A,Q13595,Q13595-3,0.23,0.29,282,181,Monomer Baseline / Stochastic Signal
TRA2A,Q13595,Q13595-2,0.23,0.33,282,113,Monomer Baseline / Stochastic Signal
SLC25A27,O95847,O95847-2,0.15,0.16,323,245,Monomer Baseline / Stochastic Signal
MSL1,Q68DK7,Q68DK7-2,0.24,0.26,614,413,Monomer Baseline / Stochastic Signal
MSL1,Q68DK7,Q68DK7-3,0.24,0.14,614,351,Monomer Baseline / Stochastic Signal
DNAJB6,O75190,O75190-2,0.14,0.15,326,241,Monomer Baseline / Stochastic Signal
CFAP47,Q6ZTR5-1,Q6ZTR5-2,0.19,0.16,976,754,Monomer Baseline / Stochastic Signal
TOX4,O94842,O94842-2,0.17,0.17,621,598,Monomer Baseline / Stochastic Signal
RIMBP2,O15034,O15034-3,0.2,0.22,1052,186,Monomer Baseline / Stochastic Signal
CNTN5,O94779,O94779-4,0.2,0.18,1100,911,Monomer Baseline / Stochastic Signal
MANSC1,Q9H8J5,Q9H8J5-2,0.19,0.15,431,397,Monomer Baseline / Stochastic Signal
ZNF623,O75123,O75123-2,0.13,0.13,536,496,Monomer Baseline / Stochastic Signal
AREL1,O15033,O15033-2,0.21,0.17,823,789,Monomer Baseline / Stochastic Signal
NOL7,Q9UMY1,Q9UMY1-2,0.08,0.12,257,145,Monomer Baseline / Stochastic Signal
TRNAU1AP,Q9NX07,Q9NX07-2,0.16,0.35,287,177,Monomer Baseline / Stochastic Signal
ETF1,P62495,P62495-2,0.13,0.12,437,404,Monomer Baseline / Stochastic Signal
ERICH6,Q7L0X2,Q7L0X2-2,0.16,0.16,663,621,Monomer Baseline / Stochastic Signal
ERICH6,Q7L0X2,Q7L0X2-3,0.16,0.15,663,517,Monomer Baseline / Stochastic Signal
CD34,P28906,P28906-2,0.13,0.11,385,328,Monomer Baseline / Stochastic Signal
PRELID3A,Q96N28,Q96N28-2,0.16,0.12,172,151,Monomer Baseline / Stochastic Signal
UGT1A10,Q9HAW8,Q9HAW8-2,0.9,0.44,530,441,Ablation from >0.8 Canonical
TRMT2A,Q8IZ69,Q8IZ69-2,0.16,0.16,625,562,Monomer Baseline / Stochastic Signal
KCNH6,Q9H252,Q9H252-3,0.53,0.4,958,502,Monomer Baseline / Stochastic Signal
OGDHL,Q9ULD0,Q9ULD0-3,0.88,0.96,1010,801,Conserved at >0.8
LDB1,Q86U70,Q86U70-2,0.43,0.43,411,375,Monomer Baseline / Stochastic Signal
DLGAP1,O14490,O14490-7,0.2,0.2,977,929,Monomer Baseline / Stochastic Signal
FAM185A,Q8N0U4,Q8N0U4-2,0.18,0.58,392,144,Monomer Baseline / Stochastic Signal
PCDH11X,Q9BZA7,Q9BZA7-2,0.4,0.44,1347,1025,Monomer Baseline / Stochastic Signal
PCDH11X,Q9BZA7,Q9BZA7-6,0.4,0.43,1347,1065,Monomer Baseline / Stochastic Signal
PCDH11X,Q9BZA7,Q9BZA7-7,0.4,0.43,1347,1021,Monomer Baseline / Stochastic Signal
PANK2,Q9BZ23,Q9BZ23-3,0.64,0.77,570,447,Conserved at >0.6
PANK2,Q9BZ23,Q9BZ23-2,0.64,0.8,570,279,Conserved at >0.6
WDCP,Q9H6R7,Q9H6R7-2,0.2,0.17,721,622,Monomer Baseline / Stochastic Signal
PRTFDC1,Q9NRG1,Q9NRG1-2,0.74,0.64,225,190,Ablation from >0.7 Canonical
NMNAT3,Q96T66,Q96T66-2,0.83,0.75,252,215,Ablation from >0.8 Canonical
IRAK4,Q9NWZ3,Q9NWZ3-2,0.56,0.66,460,336,Monomer Baseline / Stochastic Signal
MIER3,Q7Z3K6,Q7Z3K6-4,0.16,0.16,550,487,Monomer Baseline / Stochastic Signal
MPHOSPH9,Q99550,Q99550-2,0.31,0.27,1183,1180,Monomer Baseline / Stochastic Signal
SPMIP6,Q8NCR6,Q8NCR6-5,0.13,0.15,262,127,Monomer Baseline / Stochastic Signal
LMNTD1,Q8N9Z9,Q8N9Z9-2,0.2,0.22,388,291,Monomer Baseline / Stochastic Signal
DNAJC24,Q6P3W2,Q6P3W2-2,0.13,0.05,149,85,Monomer Baseline / Stochastic Signal
DTNB,O60941,O60941-7,0.17,0.15,627,609,Monomer Baseline / Stochastic Signal
DTNB,O60941,O60941-4,0.17,0.17,627,597,Monomer Baseline / Stochastic Signal
SYNCRIP,O60506,O60506-3,0.18,0.18,623,562,Monomer Baseline / Stochastic Signal
EXOC6B,Q9Y2D4,Q9Y2D4-2,0.17,0.18,811,672,Monomer Baseline / Stochastic Signal
SATL1,Q86VE3,Q86VE3-2,0.34,0.29,695,632,Monomer Baseline / Stochastic Signal
PRKACB,P22694,P22694-3,0.33,0.35,351,339,Monomer Baseline / Stochastic Signal
PRKACB,P22694,P22694-4,0.33,0.29,351,338,Monomer Baseline / Stochastic Signal
PRKACB,P22694,P22694-8,0.33,0.15,351,257,Monomer Baseline / Stochastic Signal
MASP2,O00187,O00187-2,0.61,0.81,686,185,Conserved at >0.6
NFATC2,Q13469,Q13469-5,0.19,0.18,925,702,Monomer Baseline / Stochastic Signal
NFATC2,Q13469,Q13469-3,0.19,0.2,925,901,Monomer Baseline / Stochastic Signal
NFATC2,Q13469,Q13469-4,0.19,0.18,925,905,Monomer Baseline / Stochastic Signal
NFATC2,Q13469,Q13469-2,0.19,0.2,925,921,Monomer Baseline / Stochastic Signal
ATP5MF,P56134,P56134-2,0.29,0.39,94,88,Monomer Baseline / Stochastic Signal
TMEM126A,Q9H061,Q9H061-2,0.15,0.2,195,125,Monomer Baseline / Stochastic Signal
TMEM138,Q9NPI0,Q9NPI0-2,0.12,0.24,162,105,Monomer Baseline / Stochastic Signal
ME2,P23368,P23368-2,0.84,0.76,584,479,Ablation from >0.8 Canonical
DPP8,Q6V1X1,Q6V1X1-3,0.87,0.88,898,882,Conserved at >0.8
SCIN,Q9Y6U3,Q9Y6U3-3,0.16,0.15,715,468,Monomer Baseline / Stochastic Signal
LMNA,P02545,P02545-6,0.31,0.31,664,614,Monomer Baseline / Stochastic Signal
LMNA,P02545,P02545-2,0.31,0.32,664,572,Monomer Baseline / Stochastic Signal
SYP,P08247,P08247-2,0.12,0.18,313,195,Monomer Baseline / Stochastic Signal
TMEM41B,Q5BJD5,Q5BJD5-3,0.19,0.28,291,127,Monomer Baseline / Stochastic Signal
SNX2,O60749,O60749-2,0.51,0.47,519,402,Monomer Baseline / Stochastic Signal
SERPINB1,P30740,P30740-2,0.14,0.19,379,228,Monomer Baseline / Stochastic Signal
UBA3,Q8TBC4,Q8TBC4-2,0.67,0.31,463,449,Ablation from >0.6 Canonical
SESN1,Q9Y6P5,Q9Y6P5-3,0.19,0.26,492,426,Monomer Baseline / Stochastic Signal
CCDC149,Q6ZUS6,Q6ZUS6-6,0.26,0.28,474,402,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-15,0.18,0.17,902,807,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-12,0.18,0.18,902,832,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-19,0.18,0.13,902,437,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-9,0.18,0.18,902,890,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-10,0.18,0.18,902,889,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-8,0.18,0.18,902,901,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-16,0.18,0.18,902,794,Monomer Baseline / Stochastic Signal
NFATC4,Q14934,Q14934-22,0.18,0.06,902,190,Monomer Baseline / Stochastic Signal
POC1A,Q8NBT0,Q8NBT0-3,0.18,0.17,407,369,Monomer Baseline / Stochastic Signal
IMPACT,Q9P2X3,Q9P2X3-2,0.15,0.29,320,202,Monomer Baseline / Stochastic Signal
SMPDL3A,Q92484,Q92484-2,0.67,0.16,453,322,Ablation from >0.6 Canonical
ZNF793,Q6ZN11,Q6ZN11-2,0.19,0.14,406,374,Monomer Baseline / Stochastic Signal
ZNF793,Q6ZN11,Q6ZN11-3,0.19,0.12,406,312,Monomer Baseline / Stochastic Signal
DONSON,Q9NYP3,Q9NYP3-2,0.67,0.36,566,263,Ablation from >0.6 Canonical
DONSON,Q9NYP3,Q9NYP3-3,0.67,0.36,566,265,Ablation from >0.6 Canonical
DPY19L1,Q2PZI1,Q2PZI1-2,0.17,0.56,675,85,Monomer Baseline / Stochastic Signal
RORC,P51449,P51449-2,0.14,0.2,518,497,Monomer Baseline / Stochastic Signal
DCAF17,Q5H9S7,Q5H9S7-2,0.19,0.77,520,240,Monomer Baseline / Stochastic Signal
PRORP,O15091,O15091-4,0.22,0.15,583,488,Monomer Baseline / Stochastic Signal
PRORP,O15091,O15091-3,0.22,0.17,583,211,Monomer Baseline / Stochastic Signal
ILK,Q13418,Q13418-3,0.16,0.15,452,318,Monomer Baseline / Stochastic Signal
PASD1,Q8IV76,Q8IV76-2,0.26,0.22,773,639,Monomer Baseline / Stochastic Signal
KAT14,Q9H8E8,Q9H8E8-2,0.17,0.15,782,654,Monomer Baseline / Stochastic Signal
MAPK8,P45983,P45983-2,0.17,0.17,427,384,Monomer Baseline / Stochastic Signal
ANXA6,P08133,P08133-2,0.17,0.15,673,641,Monomer Baseline / Stochastic Signal
GTF3C3,Q9Y5Q9,Q9Y5Q9-2,0.18,0.24,886,413,Monomer Baseline / Stochastic Signal
PIK3AP1,Q6ZUJ8,Q6ZUJ8-2,0.3,0.44,805,627,Monomer Baseline / Stochastic Signal
LINC02901,Q4VX62,Q4VX62-2,0.14,0.12,202,125,Monomer Baseline / Stochastic Signal
RGS10,O43665,O43665-1,0.45,0.41,181,173,Monomer Baseline / Stochastic Signal
RGS10,O43665,O43665-2,0.45,0.2,181,167,Monomer Baseline / Stochastic Signal
PCDHA7,Q9UN72,Q9UN72-2,0.52,0.57,937,789,Monomer Baseline / Stochastic Signal
ATG4B,Q9Y4P1,Q9Y4P1-6,0.53,0.51,393,380,Monomer Baseline / Stochastic Signal
THAP12,O43422,O43422-2,0.83,0.51,761,492,Ablation from >0.8 Canonical
ZMYND11,Q15326,Q15326-3,0.26,0.24,602,568,Monomer Baseline / Stochastic Signal
SCARF1,Q14162,Q14162-4,0.37,0.6,830,337,Monomer Baseline / Stochastic Signal
SCARF1,Q14162,Q14162-5,0.37,0.6,830,342,Monomer Baseline / Stochastic Signal
CLEC12A,Q5QGZ9,Q5QGZ9-5,0.66,0.36,265,213,Ablation from >0.6 Canonical
MAP6,Q96JE9,Q96JE9-3,0.18,0.11,813,484,Monomer Baseline / Stochastic Signal
MAP6,Q96JE9,Q96JE9-2,0.18,0.14,813,439,Monomer Baseline / Stochastic Signal
CYP4A22,Q5TCH4,Q5TCH4-2,0.15,0.13,519,355,Monomer Baseline / Stochastic Signal
RBM23,Q86U06,Q86U06-3,0.15,0.16,439,319,Monomer Baseline / Stochastic Signal
ITPRIPL1,Q6GPH6,Q6GPH6-3,0.17,0.18,555,547,Monomer Baseline / Stochastic Signal
DPF1,Q92782,Q92782-3,0.14,0.14,387,332,Monomer Baseline / Stochastic Signal
GCH1,P30793,P30793-2,0.74,0.69,250,213,Ablation from >0.7 Canonical
GCH1,P30793,P30793-3,0.74,0.7,250,209,Conserved at >0.7
FASTK,Q14296,Q14296-4,0.2,0.18,549,515,Monomer Baseline / Stochastic Signal
OGA,O60502,O60502-3,0.43,0.29,916,677,Monomer Baseline / Stochastic Signal
ASB9,Q96DX5,Q96DX5-2,0.14,0.55,294,262,Monomer Baseline / Stochastic Signal
TCAIM,Q8N3R3,Q8N3R3-4,0.15,0.12,496,352,Monomer Baseline / Stochastic Signal
SLC10A7,Q0GE19,Q0GE19-6,0.18,0.36,340,64,Monomer Baseline / Stochastic Signal
SLC10A7,Q0GE19,Q0GE19-4,0.18,0.13,340,186,Monomer Baseline / Stochastic Signal
USH1C,Q9Y6N9,Q9Y6N9-2,0.16,0.21,552,521,Monomer Baseline / Stochastic Signal
USH1C,Q9Y6N9,Q9Y6N9-3,0.16,0.29,552,403,Monomer Baseline / Stochastic Signal
PARP6,Q2NL67,Q2NL67-3,0.16,0.14,630,388,Monomer Baseline / Stochastic Signal
PARP6,Q2NL67,Q2NL67-2,0.16,0.16,630,518,Monomer Baseline / Stochastic Signal
POTEH,Q6S545,Q6S545-2,0.14,0.15,545,288,Monomer Baseline / Stochastic Signal
UBE3B,Q7Z3V4,Q7Z3V4-2,0.2,0.19,1068,708,Monomer Baseline / Stochastic Signal
GRAMD4,Q6IC98,Q6IC98-2,0.48,0.32,578,101,Monomer Baseline / Stochastic Signal
FBXO28,Q9NVF7,Q9NVF7-2,0.47,0.2,368,179,Monomer Baseline / Stochastic Signal
SPPL2B,Q8TCT7,Q8TCT7-2,0.15,0.16,592,319,Monomer Baseline / Stochastic Signal
SPPL2B,Q8TCT7,Q8TCT7-4,0.15,0.15,592,511,Monomer Baseline / Stochastic Signal
GDPD2,Q9HCC8,Q9HCC8-2,0.15,0.16,539,460,Monomer Baseline / Stochastic Signal
PIP4K2B,P78356,P78356-2,0.45,0.64,416,281,Monomer Baseline / Stochastic Signal
ATP2B4,P23634,P23634-2,0.24,0.22,1241,1170,Monomer Baseline / Stochastic Signal
DCSTAMP,Q9H295,Q9H295-2,0.5,0.12,470,283,Monomer Baseline / Stochastic Signal
CFH,P08603,P08603-2,0.2,0.11,1231,449,Monomer Baseline / Stochastic Signal
ADAM17,P78536,P78536-2,0.18,0.16,824,694,Monomer Baseline / Stochastic Signal
ARHGAP18,Q8N392,Q8N392-2,0.18,0.19,663,618,Monomer Baseline / Stochastic Signal
SRPX,P78539,P78539-4,0.54,0.15,464,379,Monomer Baseline / Stochastic Signal
LRP5L,A4QPB2,A4QPB2-2,0.14,0.17,252,224,Monomer Baseline / Stochastic Signal
CYB561,P49447,P49447-2,0.88,0.47,251,138,Ablation from >0.8 Canonical
EPM2A,O95278,O95278-2,0.9,0.68,331,317,Ablation from >0.8 Canonical
EPM2A,O95278,O95278-7,0.9,0.92,331,177,Conserved at >0.8
EPM2A,O95278,O95278-8,0.9,0.87,331,193,Conserved at >0.8
EPM2A,O95278,O95278-6,0.9,0.18,331,88,Ablation from >0.8 Canonical
C16orf46,Q6P387,Q6P387-2,0.15,0.17,395,388,Monomer Baseline / Stochastic Signal
VGLL3,A8MV65,A8MV65-2,0.14,0.14,326,320,Monomer Baseline / Stochastic Signal
CDIN1,Q9Y2V0,Q9Y2V0-2,0.35,0.17,281,183,Monomer Baseline / Stochastic Signal
CSDE1,O75534,O75534-5,0.19,0.17,798,622,Monomer Baseline / Stochastic Signal
RAPGEF4,Q8WZA2,Q8WZA2-2,0.19,0.16,1011,696,Monomer Baseline / Stochastic Signal
RAPGEF4,Q8WZA2,Q8WZA2-4,0.19,0.18,1011,858,Monomer Baseline / Stochastic Signal
NLRP2,Q9NX02,Q9NX02-3,0.22,0.19,1062,846,Monomer Baseline / Stochastic Signal
TJP2,Q9UDY2,Q9UDY2-3,0.27,0.24,1190,1167,Monomer Baseline / Stochastic Signal
TJP2,Q9UDY2,Q9UDY2-5,0.27,0.23,1190,993,Monomer Baseline / Stochastic Signal
SFXN4,Q6P4A7,Q6P4A7-3,0.2,0.13,337,221,Monomer Baseline / Stochastic Signal
NR1I2,O75469,O75469-2,0.2,0.18,434,379,Monomer Baseline / Stochastic Signal
SEC24A,O95486,O95486-2,0.21,0.16,1093,613,Monomer Baseline / Stochastic Signal
HDDC2,Q7Z4H3,Q7Z4H3-3,0.91,0.31,204,71,Ablation from >0.8 Canonical
PDC,P20941,P20941-2,0.15,0.25,246,194,Monomer Baseline / Stochastic Signal
VEGFA,P15692-1,P15692-9,0.46,0.66,232,147,Monomer Baseline / Stochastic Signal
VEGFA,P15692-1,P15692-6,0.46,0.58,232,171,Monomer Baseline / Stochastic Signal
VEGFA,P15692-1,P15692-10,0.46,0.68,232,137,Monomer Baseline / Stochastic Signal
DNAJB2,P25686,P25686-2,0.12,0.12,324,277,Monomer Baseline / Stochastic Signal
RGS9,O75916,O75916-2,0.17,0.13,674,469,Monomer Baseline / Stochastic Signal
RGS9,O75916,O75916-4,0.17,0.2,674,445,Monomer Baseline / Stochastic Signal
PHACTR4,Q8IZ21,Q8IZ21-3,0.15,0.15,702,686,Monomer Baseline / Stochastic Signal
ELAPOR1,Q6UXG2,Q6UXG2-2,0.41,0.42,1013,995,Monomer Baseline / Stochastic Signal
ELAPOR1,Q6UXG2,Q6UXG2-4,0.41,0.41,1013,1004,Monomer Baseline / Stochastic Signal
SH3GLB1,Q9Y371,Q9Y371-3,0.64,0.5,365,265,Ablation from >0.6 Canonical
NIF3L1,Q9GZT8,Q9GZT8-2,0.73,0.74,377,350,Conserved at >0.7
CD164L2,Q6UWJ8,Q6UWJ8-2,0.14,0.14,174,173,Monomer Baseline / Stochastic Signal
AHCY,P23526,P23526-2,0.78,0.81,432,404,Conserved at >0.7
RAPGEFL1,Q9UHV5,Q9UHV5-2,0.25,0.16,662,456,Monomer Baseline / Stochastic Signal
CIITA,P33076,P33076-4,0.22,0.19,1130,932,Monomer Baseline / Stochastic Signal
CAV2,P51636,P51636-2,0.14,0.14,162,149,Monomer Baseline / Stochastic Signal
DPP10,Q8N608,Q8N608-4,0.86,0.91,796,746,Conserved at >0.8
PCDHB11,Q9Y5F2,Q9Y5F2-2,0.54,0.12,797,432,Monomer Baseline / Stochastic Signal
NEDD4L,Q96PU5,Q96PU5-4,0.19,0.19,975,854,Monomer Baseline / Stochastic Signal
NEDD4L,Q96PU5,Q96PU5-7,0.19,0.19,975,967,Monomer Baseline / Stochastic Signal
ADGRG2,Q8IZP9,Q8IZP9-3,0.2,0.2,1017,1001,Monomer Baseline / Stochastic Signal
TSTD1,Q8NFU3,Q8NFU3-2,0.12,0.28,115,74,Monomer Baseline / Stochastic Signal
EFCC1,Q9HA90,Q9HA90-2,0.39,0.66,598,161,Monomer Baseline / Stochastic Signal
ZBTB24,O43167,O43167-2,0.31,0.44,697,333,Monomer Baseline / Stochastic Signal
CSGALNACT1,Q8TDX6,Q8TDX6-3,0.77,0.5,532,297,Ablation from >0.7 Canonical
NFIA,Q12857,Q12857-3,0.48,0.48,509,501,Monomer Baseline / Stochastic Signal
